created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2025-10-29T14:50:31+00:00,210,210.30,0.11,50.00,16.00,0.21,0.69,,,,
2025-10-29T14:50:56+00:00,211,210.40,0.11,50.00,16.00,0.21,0.69,,,,
2025-10-29T14:51:11+00:00,212,209.50,0.11,50.00,15.90,0.21,0.70,,,,
2025-10-29T14:51:30+00:00,213,210.10,0.11,50.00,16.00,0.21,0.69,,,,
2025-10-29T14:51:45+00:00,214,209.20,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:52:05+00:00,215,209.00,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T14:52:41+00:00,216,208.20,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T14:53:04+00:00,217,208.70,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:53:26+00:00,218,209.40,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:53:46+00:00,219,209.70,0.11,50.00,15.80,0.21,0.68,,,,
2025-10-29T14:54:08+00:00,220,209.60,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:54:31+00:00,221,209.10,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:54:53+00:00,222,209.50,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:55:18+00:00,223,210.10,0.11,50.00,15.90,0.21,0.69,,,,
2025-10-29T14:55:41+00:00,224,209.20,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:56:03+00:00,225,209.30,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T14:56:23+00:00,226,210.10,0.11,50.00,15.90,0.21,0.69,,,,
2025-10-29T14:56:46+00:00,227,210.90,0.11,50.00,15.90,0.21,0.69,,,,
2025-10-29T14:57:02+00:00,228,210.40,0.11,50.00,16.00,0.21,0.69,,,,
2025-10-29T14:57:21+00:00,229,209.20,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:57:48+00:00,230,209.00,0.11,49.90,15.80,0.21,0.69,,,,
2025-10-29T14:58:07+00:00,231,208.70,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T14:58:31+00:00,232,207.80,0.11,50.00,15.50,0.21,0.69,,,,
2025-10-29T14:58:53+00:00,233,208.80,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T14:59:15+00:00,234,208.50,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T14:59:37+00:00,235,208.30,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T15:00:03+00:00,236,207.30,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T15:00:28+00:00,237,207.50,0.11,50.00,15.50,0.21,0.69,,,,
2025-10-29T15:00:48+00:00,238,207.30,0.11,50.00,15.50,0.21,0.69,,,,
2025-10-29T15:01:09+00:00,239,207.50,0.11,50.00,15.60,0.21,0.69,,,,
2025-10-29T15:01:33+00:00,240,207.70,0.11,50.00,15.60,0.21,0.69,,,,
2025-10-29T15:01:57+00:00,241,207.00,0.11,50.00,15.60,0.21,0.70,,,,
2025-10-29T15:02:21+00:00,242,206.70,0.11,49.90,15.40,0.21,0.70,,,,
2025-10-29T15:02:37+00:00,243,208.60,0.11,49.90,15.70,0.21,0.69,,,,
2025-10-29T15:02:52+00:00,244,208.50,0.11,50.00,15.70,0.21,0.69,,,,
2025-10-29T15:03:13+00:00,245,209.70,0.11,50.00,15.80,0.21,0.69,,,,
2025-10-29T15:03:37+00:00,246,209.80,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:04:00+00:00,247,210.50,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:04:20+00:00,248,210.40,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:04:44+00:00,249,209.40,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:05:08+00:00,250,209.30,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:05:32+00:00,251,208.10,0.11,49.90,15.70,0.22,0.69,,,,
2025-10-29T15:05:58+00:00,252,209.00,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:06:23+00:00,253,208.80,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:06:45+00:00,254,207.50,0.11,50.00,15.50,0.22,0.69,,,,
2025-10-29T15:07:03+00:00,255,207.70,0.11,50.00,15.60,0.22,0.70,,,,
2025-10-29T15:07:28+00:00,256,207.00,0.11,50.00,15.60,0.22,0.70,,,,
2025-10-29T15:07:50+00:00,257,207.60,0.11,50.00,15.50,0.22,0.69,,,,
2025-10-29T15:08:14+00:00,258,208.40,0.11,50.00,15.70,0.22,0.69,,,,
2025-10-29T15:08:35+00:00,259,209.30,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:09:00+00:00,260,210.10,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:09:21+00:00,261,210.50,0.11,50.00,16.10,0.22,0.69,,,,
2025-10-29T15:09:46+00:00,262,210.40,0.11,49.90,16.00,0.22,0.69,,,,
2025-10-29T15:10:11+00:00,263,211.40,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:10:34+00:00,264,211.40,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:10:54+00:00,265,212.20,0.11,50.00,16.20,0.22,0.68,,,,
2025-10-29T15:11:18+00:00,266,212.20,0.11,50.00,16.30,0.22,0.69,,,,
2025-10-29T15:11:42+00:00,267,212.10,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:11:59+00:00,268,211.00,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:13:00+00:00,269,212.30,0.11,50.00,16.30,0.22,0.69,,,,
2025-10-29T15:13:20+00:00,270,212.30,0.11,50.00,16.30,0.22,0.69,,,,
2025-10-29T15:13:51+00:00,271,212.30,0.11,49.90,16.20,0.22,0.68,,,,
2025-10-29T15:14:09+00:00,272,211.50,0.11,49.90,16.20,0.22,0.69,,,,
2025-10-29T15:14:34+00:00,273,209.50,0.11,49.90,15.90,0.22,0.69,,,,
2025-10-29T15:14:56+00:00,274,210.10,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:15:18+00:00,275,210.10,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:15:41+00:00,276,210.30,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:15:56+00:00,277,210.00,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:16:16+00:00,278,210.20,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:16:40+00:00,279,211.60,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:17:04+00:00,280,212.20,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:17:19+00:00,281,212.50,0.11,50.00,16.30,0.22,0.68,,,,
2025-10-29T15:17:39+00:00,282,213.50,0.11,49.90,16.50,0.22,0.68,,,,
2025-10-29T15:17:58+00:00,283,212.80,0.11,49.90,16.40,0.22,0.69,,,,
2025-10-29T15:18:21+00:00,284,212.50,0.11,50.00,16.30,0.22,0.68,,,,
2025-10-29T15:18:45+00:00,285,212.60,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:19:09+00:00,286,211.20,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:19:32+00:00,287,212.50,0.11,50.00,16.30,0.22,0.68,,,,
2025-10-29T15:19:55+00:00,288,211.90,0.11,50.00,16.10,0.22,0.68,,,,
2025-10-29T15:20:20+00:00,289,212.20,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:20:41+00:00,290,210.80,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:21:02+00:00,291,211.20,0.11,50.00,16.10,0.22,0.69,,,,
2025-10-29T15:21:24+00:00,292,210.60,0.11,50.00,16.10,0.22,0.69,,,,
2025-10-29T15:21:48+00:00,293,209.90,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:22:03+00:00,294,209.80,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:22:23+00:00,295,209.90,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:22:45+00:00,296,210.00,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:23:09+00:00,297,211.60,0.11,49.90,16.10,0.22,0.69,,,,
2025-10-29T15:23:31+00:00,298,210.20,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:23:55+00:00,299,210.00,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:24:18+00:00,300,209.60,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:24:42+00:00,301,208.90,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:25:04+00:00,302,210.50,0.11,49.90,16.00,0.22,0.68,,,,
2025-10-29T15:25:28+00:00,303,211.50,0.11,49.90,16.10,0.22,0.69,,,,
2025-10-29T15:25:55+00:00,304,212.20,0.11,49.90,16.20,0.22,0.69,,,,
2025-10-29T15:26:13+00:00,305,213.20,0.11,50.00,16.30,0.22,0.68,,,,
2025-10-29T15:26:37+00:00,306,212.80,0.11,50.00,16.30,0.22,0.68,,,,
2025-10-29T15:27:01+00:00,307,212.90,0.11,50.00,16.30,0.22,0.68,,,,
2025-10-29T15:27:24+00:00,308,212.20,0.11,50.00,16.30,0.22,0.69,,,,
2025-10-29T15:27:48+00:00,309,211.50,0.11,49.90,16.10,0.22,0.69,,,,
2025-10-29T15:28:11+00:00,310,212.20,0.11,50.00,16.30,0.22,0.69,,,,
2025-10-29T15:28:35+00:00,311,211.90,0.11,49.90,16.10,0.22,0.68,,,,
2025-10-29T15:28:59+00:00,312,210.90,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:29:23+00:00,313,210.40,0.11,50.00,16.10,0.22,0.70,,,,
2025-10-29T15:29:50+00:00,314,210.60,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:30:08+00:00,315,210.30,0.11,49.90,16.00,0.22,0.69,,,,
2025-10-29T15:30:32+00:00,316,210.50,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:30:54+00:00,317,208.40,0.11,50.00,15.70,0.22,0.70,,,,
2025-10-29T15:31:18+00:00,318,208.40,0.11,50.00,15.70,0.22,0.69,,,,
2025-10-29T15:31:42+00:00,319,208.20,0.11,50.00,15.60,0.22,0.69,,,,
2025-10-29T15:32:06+00:00,320,206.10,0.11,50.00,15.30,0.22,0.69,,,,
2025-10-29T15:32:33+00:00,321,207.10,0.11,50.00,15.50,0.22,0.69,,,,
2025-10-29T15:32:51+00:00,322,205.50,0.11,49.90,15.30,0.22,0.70,,,,
2025-10-29T15:33:15+00:00,323,205.30,0.11,50.00,15.20,0.22,0.69,,,,
2025-10-29T15:33:39+00:00,324,207.00,0.11,50.00,15.50,0.22,0.69,,,,
2025-10-29T15:34:03+00:00,325,208.50,0.11,50.00,15.70,0.22,0.69,,,,
2025-10-29T15:34:30+00:00,326,208.60,0.11,50.00,15.70,0.22,0.69,,,,
2025-10-29T15:34:52+00:00,327,208.50,0.11,49.90,15.70,0.22,0.69,,,,
2025-10-29T15:35:13+00:00,328,207.50,0.11,49.90,15.70,0.22,0.69,,,,
2025-10-29T15:35:35+00:00,329,208.50,0.11,49.90,15.70,0.22,0.69,,,,
2025-10-29T15:35:58+00:00,330,208.20,0.11,50.00,15.60,0.22,0.69,,,,
2025-10-29T15:36:22+00:00,331,207.90,0.11,50.00,15.70,0.22,0.69,,,,
2025-10-29T15:36:45+00:00,332,207.40,0.11,50.00,15.50,0.22,0.69,,,,
2025-10-29T15:37:09+00:00,333,207.30,0.11,50.00,15.60,0.22,0.70,,,,
2025-10-29T15:37:34+00:00,334,207.90,0.11,49.90,15.70,0.22,0.69,,,,
2025-10-29T15:37:53+00:00,335,208.40,0.11,49.90,15.60,0.22,0.69,,,,
2025-10-29T15:38:17+00:00,336,209.10,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:38:41+00:00,337,209.50,0.11,50.00,15.80,0.22,0.69,,,,
2025-10-29T15:39:05+00:00,338,209.80,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:39:29+00:00,339,210.00,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:39:51+00:00,340,210.70,0.11,49.90,16.00,0.22,0.69,,,,
2025-10-29T15:40:14+00:00,341,209.50,0.11,49.90,15.90,0.22,0.69,,,,
2025-10-29T15:40:38+00:00,342,210.10,0.11,50.00,16.00,0.22,0.69,,,,
2025-10-29T15:41:02+00:00,343,210.80,0.11,50.00,15.90,0.22,0.69,,,,
2025-10-29T15:41:24+00:00,344,211.80,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:41:44+00:00,345,211.40,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:42:08+00:00,346,211.30,0.11,50.00,16.10,0.22,0.69,,,,
2025-10-29T15:42:31+00:00,347,212.00,0.11,50.00,16.20,0.22,0.69,,,,
2025-10-29T15:42:54+00:00,348,211.40,0.11,50.00,16.10,0.22,0.69,,,,
2025-10-29T15:43:16+00:00,349,211.10,0.11,49.90,16.10,0.22,0.69,,,,
2025-10-29T15:43:40+00:00,350,211.60,0.11,50.00,16.90,0.22,0.71,,,,
2025-10-29T15:44:04+00:00,351,203.10,3.27,50.00,664.40,0.23,1.00,,,,
2025-10-29T15:44:29+00:00,352,203.30,3.26,50.00,662.80,0.23,1.00,,,,
2025-10-29T15:44:51+00:00,353,200.00,3.20,50.00,639.70,0.24,1.00,,,,
2025-10-29T15:45:15+00:00,354,200.70,3.20,50.00,642.50,0.24,1.00,,,,
2025-10-29T15:45:36+00:00,355,201.20,3.21,49.90,644.60,0.25,1.00,,,,
2025-10-29T15:46:03+00:00,356,202.00,3.21,50.00,648.30,0.25,1.00,,,,
2025-10-29T15:46:25+00:00,357,202.30,3.21,50.00,650.00,0.25,1.00,,,,
2025-10-29T15:46:44+00:00,358,201.20,3.19,50.00,642.30,0.26,1.00,,,,
2025-10-29T15:47:08+00:00,359,201.20,3.19,50.00,641.70,0.26,1.00,,,,
2025-10-29T15:47:32+00:00,360,200.70,3.18,49.90,638.70,0.27,1.00,,,,
2025-10-29T15:47:48+00:00,361,200.50,3.18,50.00,637.50,0.27,1.00,,,,
2025-10-29T15:48:07+00:00,362,200.60,3.18,50.00,637.60,0.27,1.00,,,,
2025-10-29T15:48:30+00:00,363,201.70,3.20,50.00,644.30,0.28,1.00,,,,
2025-10-29T15:48:52+00:00,364,203.30,3.22,50.00,654.10,0.28,1.00,,,,
2025-10-29T15:49:14+00:00,365,204.10,3.23,50.00,659.20,0.28,1.00,,,,
2025-10-29T15:49:38+00:00,366,203.90,3.23,50.00,657.60,0.29,1.00,,,,
2025-10-29T15:50:00+00:00,367,203.80,3.22,50.00,656.60,0.29,1.00,,,,
2025-10-29T15:50:24+00:00,368,203.60,3.22,50.00,655.30,0.30,1.00,,,,
2025-10-29T15:50:46+00:00,369,203.60,3.22,49.90,655.20,0.30,1.00,,,,
2025-10-29T15:51:10+00:00,370,212.10,0.28,50.00,39.70,0.30,0.66,,,,
2025-10-29T15:51:34+00:00,371,213.00,0.28,50.00,40.10,0.30,0.67,,,,
2025-10-29T15:51:58+00:00,372,213.40,0.11,50.00,16.80,0.30,0.70,,,,
2025-10-29T15:52:20+00:00,373,203.20,3.25,50.00,660.40,0.31,1.00,,,,
2025-10-29T15:52:43+00:00,374,201.30,3.21,50.00,645.50,0.31,1.00,,,,
2025-10-29T15:53:09+00:00,375,200.00,3.18,50.00,635.80,0.31,1.00,,,,
2025-10-29T15:53:31+00:00,376,200.30,3.18,50.00,636.10,0.32,1.00,,,,
2025-10-29T15:53:53+00:00,377,200.40,3.18,50.00,636.40,0.32,1.00,,,,
2025-10-29T15:54:18+00:00,378,201.80,3.20,50.00,644.80,0.33,1.00,,,,
2025-10-29T15:54:40+00:00,379,201.30,3.19,50.00,641.00,0.33,1.00,,,,
2025-10-29T15:55:04+00:00,380,201.40,3.19,49.90,641.00,0.33,1.00,,,,
2025-10-29T15:55:28+00:00,381,201.50,3.19,50.00,641.50,0.34,1.00,,,,
2025-10-29T15:55:50+00:00,382,202.80,3.20,50.00,649.30,0.34,1.00,,,,
2025-10-29T15:56:12+00:00,383,202.60,3.20,50.00,647.70,0.35,1.00,,,,
2025-10-29T15:56:37+00:00,384,202.90,3.20,50.00,649.10,0.35,1.00,,,,
2025-10-29T15:57:02+00:00,385,203.40,3.21,50.00,652.40,0.35,1.00,,,,
2025-10-29T15:57:21+00:00,386,203.90,3.22,50.00,655.10,0.36,1.00,,,,
2025-10-29T15:57:45+00:00,387,204.40,3.22,50.00,657.90,0.36,1.00,,,,
2025-10-29T15:58:10+00:00,388,213.40,0.28,50.00,39.90,0.37,0.67,,,,
2025-10-29T15:58:34+00:00,389,213.90,0.28,50.00,40.00,0.37,0.67,,,,
2025-10-29T15:58:58+00:00,390,214.20,0.28,50.00,40.30,0.37,0.66,,,,
2025-10-29T15:59:22+00:00,391,214.60,0.11,50.00,17.00,0.37,0.69,,,,
2025-10-29T15:59:46+00:00,392,212.50,0.11,50.00,16.60,0.37,0.70,,,,
2025-10-29T16:00:08+00:00,393,213.50,0.11,49.90,16.90,0.37,0.69,,,,
2025-10-29T16:00:31+00:00,394,214.20,0.11,50.00,16.80,0.37,0.69,,,,
2025-10-29T16:00:53+00:00,395,214.00,0.11,49.90,16.80,0.37,0.69,,,,
2025-10-29T16:01:15+00:00,396,214.00,0.11,50.00,16.90,0.37,0.69,,,,
2025-10-29T16:01:39+00:00,397,213.50,0.11,50.00,16.90,0.37,0.69,,,,
2025-10-29T16:02:01+00:00,398,212.20,0.11,50.00,16.60,0.37,0.69,,,,
2025-10-29T16:02:26+00:00,399,212.70,0.11,50.00,16.80,0.37,0.70,,,,
2025-10-29T16:02:50+00:00,400,214.40,0.11,50.00,16.90,0.37,0.69,,,,
2025-10-29T16:03:12+00:00,401,214.80,0.12,49.90,17.00,0.37,0.69,,,,
2025-10-29T16:03:36+00:00,402,213.30,0.11,50.00,16.80,0.37,0.69,,,,
2025-10-29T16:04:00+00:00,403,212.20,0.11,50.00,16.70,0.37,0.70,,,,
2025-10-29T16:04:24+00:00,404,213.30,0.11,50.00,16.80,0.37,0.69,,,,
2025-10-29T16:04:46+00:00,405,215.00,0.12,50.00,17.20,0.37,0.70,,,,
2025-10-29T16:05:10+00:00,406,215.10,0.12,49.90,17.10,0.37,0.69,,,,
2025-10-29T16:05:34+00:00,407,215.50,0.12,50.00,17.00,0.37,0.69,,,,
2025-10-29T16:05:58+00:00,408,215.50,0.12,50.00,17.20,0.37,0.69,,,,
2025-10-29T16:06:22+00:00,409,215.60,0.11,50.00,17.00,0.37,0.69,,,,
2025-10-29T16:06:44+00:00,410,215.40,0.12,50.00,17.20,0.37,0.69,,,,
2025-10-29T16:07:08+00:00,411,214.90,0.11,50.00,17.00,0.37,0.69,,,,
2025-10-29T16:07:32+00:00,412,213.70,0.11,50.00,16.90,0.37,0.69,,,,
2025-10-29T16:07:56+00:00,413,213.50,0.11,50.00,16.80,0.37,0.70,,,,
2025-10-29T16:08:20+00:00,414,213.60,0.11,49.90,16.80,0.37,0.70,,,,
2025-10-29T16:08:44+00:00,415,213.80,0.11,50.00,16.80,0.37,0.69,,,,
2025-10-29T16:09:08+00:00,416,213.60,0.11,50.00,16.80,0.37,0.69,,,,
2025-10-29T16:09:30+00:00,417,213.50,0.11,50.00,16.80,0.37,0.70,,,,
2025-10-29T16:09:52+00:00,418,213.10,0.11,50.00,16.80,0.37,0.70,,,,
